0.000000 4.998750
0.000000 4.996250
0.000000 4.992500
0.000000 4.987500
0.000000 4.981250
0.000000 4.973750
0.000000 4.965000
0.000000 4.955000
0.000000 4.943750
0.000000 4.931250
0.000000 4.917500
0.000000 4.902500
0.000000 4.886250
0.000000 4.868750
0.000000 4.850000
0.000000 4.830000
0.000000 4.808750
0.000000 4.786250
0.000000 4.762500
0.000000 4.737500
0.000000 4.711250
0.000000 4.683750
0.000000 4.655000
0.000000 4.625000
0.000000 4.593750
0.000000 4.561250
0.000000 4.527500
0.000000 4.492500
0.000000 4.456250
0.000000 4.418750
0.000000 4.380000
0.000000 4.340000
0.000000 4.298750
0.000000 4.256250
0.000000 4.212501
0.000000 4.167500
0.000000 4.121251
0.000000 4.073750
0.000000 4.025001
0.000000 3.975001
0.000000 3.923751
0.000000 3.871251
0.000000 3.817501
0.000000 3.762501
0.000000 3.706251
0.000000 3.648751
0.000000 3.590001
0.000000 3.530001
0.000000 3.468751
0.000000 3.406251
0.000000 3.342501
0.000000 3.277501
0.000000 3.211251
0.000000 3.143751
0.000000 3.075001
0.000000 3.005001
0.000000 2.933751
0.000000 2.861251
0.000000 2.787501
0.000000 2.712501
0.000000 2.636251
0.000000 2.558751
0.000000 2.480001
0.000000 2.400001
0.000000 2.318751
0.000000 2.236251
0.000000 2.152501
0.000000 2.067501
0.000000 1.981251
0.000000 1.893751
0.000000 1.805001
0.000000 1.715002
0.000000 1.623752
0.000000 1.531252
0.000000 1.437502
0.000000 1.342502
0.000000 1.246252
0.000000 1.148752
0.000000 1.050002
0.000000 0.950002
0.000000 0.848752
0.000000 0.746252
0.000000 0.642502
0.000000 0.537502
0.000000 0.500000
0.000000 0.605000
0.000000 0.708750
0.000000 0.811250
0.000000 0.912500
0.000000 1.012500
0.000000 1.111250
0.000000 1.208750
0.000000 1.305000
0.000000 1.399999
0.000000 1.493749
0.000000 1.586249
0.000000 1.677499
0.000000 1.767499
0.000000 1.856249
0.000000 1.943749
0.000000 2.029999
0.000000 2.114999
0.000000 2.198749
0.000000 2.281249
0.000000 2.362499
0.000000 2.442499
0.000000 2.521249
0.000000 2.598749
0.000000 2.674999
0.000000 2.749999
0.000000 2.823749
0.000000 2.896249
0.000000 2.967499
0.000000 3.037499
0.000000 3.106249
0.000000 3.173748
0.000000 3.239998
0.000000 3.304998
0.000000 3.368748
0.000000 3.431248
0.000000 3.492498
0.000000 3.552498
0.000000 3.611248
0.000000 3.668748
0.000000 3.724998
0.000000 3.779998
0.000000 3.833748
0.000000 3.886248
0.000000 3.937498
0.000000 3.987498
0.000000 4.036248
0.000000 4.083748
0.000000 4.129998
0.000000 4.174998
0.000000 4.218748
0.000000 4.261248
0.000000 4.302498
0.000000 4.342498
0.000000 4.381248
0.000000 4.418748
0.000000 4.454998
0.000000 4.489998
0.000000 4.523748
0.000000 4.556248
0.000000 4.587498
0.000000 4.617498
0.000000 4.646248
0.000000 4.673748
0.000000 4.699998
0.000000 4.724998
0.000000 4.748748
0.000000 4.771248
